date,Wheat,Coffe,Corn
19821012,3.1925,1.4425,2.2175
19821013,3.175,1.4255,2.2525
19821014,3.08,1.411,2.2225
19821015,3.08,1.395,2.205
19821018,3.0325,1.4035,2.2
19821019,3.03,1.385,2.21
19821020,3.0775,1.4025,2.23
19821021,3.0175,1.389,2.2075
19821022,3.0475,1.412,2.1725
19821025,3.0375,1.3925,2.14
19821026,3.095,1.407,2.16
19821027,3.1025,1.4085,2.165
19821028,3.1375,1.4015,2.175
19821029,3.175,1.394,2.1525
19821101,3.265,1.35,2.1725
19821103,3.2925,1.3355,2.2075
19821104,3.305,1.369,2.22
19821105,3.3475,1.3525,2.3025
19821108,3.3225,1.361,2.305
19821109,3.3025,1.375,2.32
19821110,3.3125,1.362,2.33
19821111,3.3,1.368,2.3725
19821112,3.3325,1.3875,2.3525
19821115,3.37,1.3985,2.325
19821116,3.355,1.385,2.345
19821117,3.305,1.382,2.3475
19821118,3.3125,1.3745,2.37
19821119,3.3475,1.39,2.395
19821122,3.4075,1.4195,2.3875
19821123,3.44,1.418,2.38
19821124,3.4815,1.398,2.4055
19821126,3.4385,1.3956,2.411
19821129,3.402,1.3659,2.3865
19821130,3.4235,1.3621,2.399
19821201,3.465,1.3595,2.39
19821202,3.4,1.335,2.3675
19821203,3.3875,1.333,2.365
19821206,3.4175,1.358,2.39
19821207,3.43,1.3795,2.43
19821208,3.41,1.3395,2.405
19821209,3.4075,1.3365,2.425
19821210,3.3325,1.3485,2.4125
19821213,3.35,1.332,2.425
19821214,3.31,1.327,2.42
19821215,3.2775,1.3075,2.42
19821216,3.275,1.2775,2.4075
19821217,3.315,1.282,2.4125
19821220,3.35,1.296,2.415
19821221,3.3725,1.2985,2.4175
19821222,3.3375,1.3025,2.4175
19821223,3.365,1.299,2.4225
19821227,3.3675,1.2765,2.4425
19821228,3.3525,1.297,2.465
19821229,3.335,1.309,2.4525
19821230,3.3075,1.2985,2.4475
19830103,3.2425,1.327,2.4425
19830104,3.25,1.3175,2.4275
19830105,3.29,1.323,2.4425
19830106,3.3075,1.292,2.455
19830107,3.3175,1.29,2.4775
19830110,3.345,1.2775,2.5025
19830111,3.355,1.2775,2.505
19830112,3.4125,1.2985,2.56
19830113,3.4575,1.2815,2.5425
19830114,3.465,1.2855,2.56
19830117,3.4225,1.295,2.565
19830118,3.4425,1.271,2.5575
19830119,3.35,1.286,2.5525
19830120,3.3325,1.2765,2.5575
19830121,3.3325,1.267,2.575
19830124,3.345,1.261,2.595
19830125,3.3175,1.2605,2.6125
19830126,3.345,1.2535,2.635
19830127,3.3475,1.2565,2.665
19830128,3.3525,1.243,2.6325
19830131,3.435,1.228,2.6775
19830201,3.4525,1.225,2.695
19830202,3.4525,1.237,2.6775
19830203,3.4675,1.229,2.6825
19830204,3.445,1.246,2.6825
19830207,3.4125,1.2655,2.6525
19830208,3.3975,1.2685,2.6475
19830209,3.39,1.254,2.6775
19830210,3.44,1.2565,2.7325
19830211,3.4275,1.2525,2.7475
19830214,3.5075,1.2685,2.7975
19830215,3.4625,1.264,2.7825
19830216,3.4475,1.2515,2.755
19830217,3.4475,1.2615,2.7775
19830218,3.435,1.2645,2.7825
19830222,3.32,1.2545,2.75
19830223,3.3415,1.2523,2.796
19830224,3.328,1.2446,2.837
19830225,3.3095,1.2207,2.835
19830228,3.1845,1.2109,2.797
19830301,3.2525,1.223,2.84
19830302,3.2575,1.218,2.8775
19830303,3.2725,1.223,2.8875
19830304,3.2925,1.2185,2.8925
19830307,3.275,1.219,2.885
19830308,3.235,1.211,2.86
19830309,3.2825,1.2315,2.8725
19830310,3.29,1.23,2.8375
19830311,3.2675,1.2335,2.8275
19830314,3.3025,1.234,2.87
19830315,3.3075,1.215,2.87
19830316,3.355,1.2085,2.9225
19830317,3.4275,1.217,2.9575
19830318,3.495,1.219,2.9575
19830321,3.545,1.235,2.9975
19830322,3.545,1.2355,3.0075
19830323,3.665,1.266,3.0875
19830324,3.67,1.2635,3.055
19830325,3.6025,1.242,3.0425
19830328,3.5775,1.2445,3.11
19830329,3.59,1.249,3.1375
19830330,3.5775,1.2415,3.1025
19830331,3.6025,1.2325,3.1275
19830404,3.6225,1.231,3.1625
19830405,3.6225,1.2185,3.13
19830406,3.59,1.207,3.0975
19830407,3.64,1.213,3.11
19830408,3.6375,1.2155,3.1475
19830411,3.5375,1.2135,3.15
19830412,3.51,1.2245,3.13
19830413,3.4975,1.2185,3.1525
19830414,3.5025,1.227,3.1225
19830415,3.49,1.241,3.1075
19830418,3.4525,1.242,3.105
19830419,3.41,1.2385,3.1025
19830420,3.405,1.238,3.0575
19830421,3.4275,1.247,3.06
19830422,3.49,1.255,3.1425
19830425,3.4725,1.2625,3.1225
19830426,3.52,1.2466,3.149
19830427,3.5575,1.2521,3.1605
19830428,3.565,1.246,3.157
19830429,3.5945,1.2444,3.1805
19830502,3.62,1.256,3.1925
19830503,3.6325,1.2565,3.18
19830504,3.66,1.2615,3.1825
19830505,3.6275,1.263,3.1825
19830506,3.6275,1.2515,3.1725
19830509,3.625,1.241,3.1525
19830510,3.61,1.235,3.1675
19830511,3.5075,1.242,3.0675
19830512,3.5075,1.2475,3.0225
19830513,3.5375,1.258,3.0225
19830516,3.5275,1.295,3.025
19830517,3.5525,1.285,3.065
19830518,3.555,1.28,3.0775
19830519,3.53,1.2945,3.0775
19830520,3.545,1.32,3.0425
19830523,3.5425,1.31,3.0675
19830524,3.58,1.3335,3.1025
19830525,3.555,1.3395,3.0725
19830526,3.5025,1.3335,3.0575
19830527,3.4725,1.3525,3.0225
19830531,3.4325,1.3175,3.045
19830601,3.4375,1.28,3.025
19830602,3.475,1.266,3.0675
19830603,3.46,1.267,3.0725
19830606,3.485,1.279,3.0625
19830607,3.47,1.2935,3.0425
19830608,3.4425,1.2615,3.055
19830609,3.4475,1.2715,3.0925
19830610,3.4275,1.253,3.09
19830613,3.435,1.262,3.11
19830614,3.45,1.2725,3.115
19830615,3.4525,1.2705,3.1
19830616,3.5175,1.269,3.0975
19830617,3.49,1.2635,3.0875
19830620,3.495,1.2485,3.1175
19830621,3.5625,1.236,3.14
19830622,3.5475,1.2465,3.1475
19830623,3.495,1.248,3.185
19830624,3.4725,1.2475,3.1825
19830627,3.4575,1.2466,3.142
19830628,3.4925,1.2445,3.127
19830629,3.5055,1.2567,3.071
19830630,3.542,1.2509,3.014
19830701,3.515,1.275,2.985
19830705,3.4725,1.277,3.0025
19830706,3.5225,1.261,3.04
19830707,3.505,1.28,3.0425
19830708,3.47,1.279,3.05
19830711,3.4825,1.288,3.105
19830712,3.47,1.29,3.0975
19830713,3.4825,1.291,3.0575
19830714,3.495,1.2715,3.0625
19830715,3.535,1.2685,3.095
19830718,3.5725,1.272,3.0925
19830719,3.555,1.28,3.1375
19830720,3.6975,1.289,3.2375
19830721,3.655,1.283,3.215
19830722,3.6575,1.2875,3.255
19830725,3.6225,1.2725,3.2325
19830726,3.6475,1.277,3.1875
19830727,3.6325,1.269,3.1675
19830728,3.7125,1.2675,3.2275
19830729,3.7275,1.2605,3.2025
19830801,3.7975,1.251,3.3025
19830802,3.76,1.2535,3.345
19830803,3.8075,1.258,3.4225
19830804,3.775,1.259,3.4125
19830805,3.7825,1.263,3.4975
19830808,3.7675,1.2635,3.4775
19830809,3.755,1.2615,3.45
19830810,3.8475,1.28,3.55
19830811,3.8275,1.2775,3.5775
19830812,3.815,1.272,3.5775
19830815,3.955,1.275,3.6775
19830816,3.885,1.287,3.6275
19830817,3.905,1.2945,3.575
19830818,3.8425,1.288,3.4975
19830819,3.825,1.309,3.5275
19830822,4.025,1.3105,3.6275
19830823,3.8975,1.3225,3.6575
19830824,3.8775,1.336,3.6075
19830825,3.875,1.3295,3.555
19830826,3.9155,1.3189,3.619
19830829,3.9725,1.3023,3.5885
19830830,3.9165,1.3043,3.499
19830831,4.0595,1.3026,3.5885
19830901,4.0575,1.2985,3.5375
19830902,4.0775,1.3035,3.5925
19830906,4.0675,1.2995,3.6475
19830907,4.0275,1.291,3.6325
19830908,4.0525,1.2935,3.6475
19830909,4.0675,1.302,3.6775
19830912,4.005,1.3065,3.6525
19830913,3.89,1.315,3.6025
19830914,3.8425,1.301,3.5675
19830915,3.7975,1.316,3.4825
19830916,3.8275,1.319,3.5225
19830919,3.87,1.3275,3.6125
19830920,3.835,1.3325,3.5925
19830921,3.9025,1.329,3.6925
19830922,3.815,1.3395,3.6025
19830923,3.7375,1.339,3.5425
19830926,3.7425,1.326,3.49
19830927,3.76,1.3355,3.545
19830928,3.7125,1.357,3.485
19830929,3.7,1.3545,3.515
19830930,3.7075,1.365,3.5475
19831003,3.7,1.379,3.5275
19831004,3.665,1.41,3.4675
19831005,3.685,1.4125,3.51
19831006,3.7175,1.439,3.525
19831007,3.695,1.411,3.4925
19831010,3.66,1.439,3.48
19831011,3.665,1.4275,3.5025
19831012,3.66,1.4375,3.4875
19831013,3.6925,1.4295,3.5775
19831014,3.7075,1.433,3.5375
19831017,3.695,1.4385,3.505
19831018,3.725,1.425,3.4725
19831019,3.69,1.42,3.4275
19831020,3.6075,1.4215,3.375
19831021,3.6375,1.4275,3.4075
19831024,3.625,1.4355,3.4125
19831025,3.6525,1.4325,3.48
19831026,3.5675,1.4295,3.415
19831027,3.575,1.3955,3.455
19831028,3.5875,1.391,3.4775
19831031,3.545,1.4155,3.4475
19831101,3.5625,1.409,3.4675
19831102,3.585,1.4335,3.5075
19831103,3.575,1.44,3.5075
19831104,3.585,1.4435,3.545
19831107,3.6025,1.452,3.5775
19831108,3.5875,1.481,3.5725
19831109,3.58,1.4715,3.58
19831110,3.5625,1.4855,3.5925
19831111,3.4925,1.494,3.57
19831114,3.4575,1.482,3.555
19831115,3.4675,1.4835,3.5825
19831116,3.4025,1.4785,3.5175
19831117,3.395,1.4665,3.515
19831118,3.365,1.491,3.4675
19831121,3.33,1.4925,3.4225
19831122,3.3225,1.4885,3.365
19831123,3.39,1.496,3.355
19831125,3.4465,1.4878,3.4005
19831128,3.443,1.4737,3.4385
19831129,3.4775,1.4683,3.427
19831130,3.5325,1.4536,3.407
19831201,3.595,1.465,3.42
19831202,3.59,1.469,3.375
19831205,3.5525,1.463,3.3175
19831206,3.525,1.469,3.295
19831207,3.5325,1.475,3.3375
19831208,3.5525,1.463,3.3425
19831209,3.535,1.4855,3.32
19831212,3.5175,1.489,3.3175
19831213,3.4875,1.496,3.2925
19831214,3.5125,1.49,3.2925
19831215,3.51,1.477,3.29
19831216,3.555,1.4865,3.31
19831219,3.6,1.472,3.3775
19831220,3.6075,1.442,3.3675
19831221,3.595,1.421,3.3725
19831222,3.585,1.419,3.4075
19831223,3.6125,1.4215,3.4325
19831227,3.6475,1.423,3.4425
19831228,3.67,1.401,3.4025
19831229,3.635,1.387,3.3775
19831230,3.635,1.388,3.3725
19840103,3.54,1.378,3.2975
19840104,3.5525,1.3935,3.2975
19840105,3.5875,1.412,3.3325
19840106,3.5875,1.4065,3.305
19840109,3.5875,1.401,3.31
19840110,3.6125,1.4105,3.34
19840111,3.605,1.3975,3.3425
19840112,3.6175,1.4115,3.35
19840113,3.615,1.4235,3.3525
19840116,3.57,1.4165,3.2675
19840117,3.55,1.415,3.2975
19840118,3.485,1.42,3.285
19840119,3.435,1.4275,3.27
19840120,3.385,1.4475,3.2325
19840123,3.445,1.4585,3.245
19840124,3.4575,1.4395,3.345
19840125,3.3875,1.443,3.3275
19840126,3.3125,1.4325,3.2825
19840127,3.27,1.4355,3.29
19840130,3.3125,1.426,3.285
19840131,3.2875,1.4245,3.2925
19840201,3.345,1.4345,3.295
19840202,3.33,1.4375,3.3125
19840203,3.335,1.434,3.3025
19840206,3.315,1.4275,3.295
19840207,3.33,1.399,3.29
19840208,3.3575,1.3965,3.2975
19840209,3.31,1.4095,3.2725
19840210,3.2575,1.428,3.2475
19840213,3.2175,1.435,3.2025
19840214,3.2425,1.45,3.165
19840215,3.2825,1.455,3.1875
19840216,3.3175,1.472,3.1875
19840217,3.3325,1.4685,3.1925
19840221,3.29,1.4575,3.185
19840222,3.315,1.465,3.2475
19840223,3.285,1.477,3.2425
19840224,3.2985,1.4699,3.252
19840227,3.2955,1.4618,3.2575
19840228,3.261,1.4442,3.249
19840229,3.3025,1.4557,3.3195
19840301,3.3625,1.4555,3.33
19840302,3.4225,1.459,3.36
19840305,3.4925,1.468,3.3825
19840306,3.5325,1.472,3.41
19840307,3.52,1.442,3.4075
19840308,3.495,1.4505,3.405
19840309,3.545,1.437,3.4425
19840312,3.4925,1.433,3.43
19840313,3.48,1.444,3.44
19840314,3.5025,1.426,3.4675
19840315,3.5675,1.451,3.4925
19840316,3.53,1.447,3.48
19840319,3.505,1.442,3.48
19840320,3.4975,1.449,3.5
19840321,3.5275,1.469,3.515
19840322,3.6125,1.468,3.5325
19840323,3.61,1.4785,3.5325
19840326,3.66,1.493,3.5625
19840327,3.605,1.4825,3.5475
19840328,3.59,1.4885,3.525
19840329,3.6275,1.511,3.505
19840330,3.74,1.5135,3.5325
19840402,3.7025,1.4935,3.5775
19840403,3.7475,1.5115,3.5875
19840404,3.7725,1.506,3.6175
19840405,3.685,1.507,3.5825
19840406,3.665,1.509,3.5875
19840409,3.7,1.5065,3.6025
19840410,3.6725,1.5005,3.5825
19840411,3.64,1.4995,3.54
19840412,3.6875,1.485,3.5275
19840413,3.7275,1.4715,3.5425
19840416,3.68,1.4945,3.5275
19840417,3.6525,1.512,3.5175
19840418,3.68,1.532,3.545
19840419,3.71,1.539,3.575
19840423,3.7175,1.533,3.6125
19840424,3.6425,1.515,3.515
19840425,3.558,1.4901,3.473
19840426,3.52,1.4938,3.4245
19840427,3.512,1.4977,3.445
19840430,3.4355,1.4816,3.421
19840501,3.3975,1.4695,3.435
19840502,3.44,1.4635,3.4775
19840503,3.4175,1.4765,3.4675
19840504,3.4275,1.4855,3.4675
19840507,3.415,1.4865,3.4775
19840508,3.445,1.492,3.49
19840509,3.445,1.4815,3.4725
19840510,3.4425,1.5045,3.4525
19840511,3.415,1.5175,3.445
19840514,3.4075,1.5135,3.4275
19840515,3.4325,1.5095,3.44
19840516,3.4675,1.5015,3.475
19840517,3.49,1.5085,3.47
19840518,3.585,1.544,3.5
19840521,3.6875,1.5645,3.5425
19840522,3.6775,1.546,3.5525
19840523,3.6775,1.5225,3.54
19840524,3.745,1.508,3.5325
19840525,3.6575,1.4505,3.53
19840529,3.6475,1.419,3.535
19840530,3.635,1.4425,3.5375
19840531,3.56,1.4435,3.505
19840601,3.5475,1.4595,3.485
19840604,3.5675,1.429,3.4875
19840605,3.5825,1.4415,3.4575
19840606,3.5575,1.4475,3.4675
19840607,3.56,1.488,3.4975
19840608,3.5225,1.4625,3.47
19840611,3.5525,1.4675,3.4875
19840612,3.545,1.4665,3.4625
19840613,3.54,1.4625,3.475
19840614,3.505,1.465,3.4675
19840615,3.4975,1.474,3.4725
19840618,3.485,1.463,3.4875
19840619,3.525,1.4455,3.5225
19840620,3.5675,1.461,3.515
19840621,3.575,1.469,3.53
19840622,3.5325,1.4715,3.5325
19840625,3.5075,1.462,3.535
19840626,3.491,1.476,3.445
19840627,3.483,1.5061,3.377
19840628,3.5245,1.4777,3.318
19840629,3.579,1.4402,3.3325
19840702,3.5475,1.449,3.255
19840703,3.5125,1.4385,3.205
19840705,3.47,1.448,3.1225
19840706,3.5025,1.44,3.13
19840709,3.53,1.425,3.1825
19840710,3.515,1.423,3.1475
19840711,3.485,1.3955,3.12
19840712,3.495,1.3995,3.1325
19840713,3.48,1.3985,3.125
19840716,3.45,1.4085,3.13
19840717,3.435,1.4175,3.1275
19840718,3.4525,1.4115,3.1225
19840719,3.465,1.409,3.1125
19840720,3.4575,1.4205,3.075
19840723,3.46,1.437,3.025
19840724,3.4675,1.405,2.9925
19840725,3.4175,1.4125,2.9625
19840726,3.4375,1.3845,2.9325
19840727,3.43,1.394,2.8725
19840730,3.4875,1.3895,2.86
19840731,3.4925,1.39,2.9425
19840801,3.515,1.403,2.9325
19840802,3.54,1.401,2.98
19840803,3.5525,1.4075,2.975
19840806,3.52,1.398,2.9975
19840807,3.4825,1.405,2.9775
19840808,3.4975,1.417,2.935
19840809,3.5325,1.4435,2.9575
19840810,3.5475,1.452,2.9375
19840813,3.4975,1.453,2.925
19840814,3.5025,1.47,2.96
19840815,3.475,1.453,2.9825
19840816,3.49,1.4485,3.0075
19840817,3.4425,1.465,2.9525
19840820,3.3825,1.456,2.895
19840821,3.44,1.4695,2.9225
19840822,3.49,1.4775,3.0175
19840823,3.4425,1.488,3.005
19840824,3.4625,1.4765,3.0525
19840827,3.405,1.5745,3.055
19840828,3.4475,1.5139,2.976
19840829,3.4015,1.4944,2.9065
19840830,3.4835,1.5012,2.9025
19840831,3.5005,1.474,2.861
19840904,3.5425,1.4525,2.8425
19840905,3.5575,1.448,2.875
19840906,3.5625,1.4465,2.8725
19840907,3.565,1.4385,2.8675
19840910,3.58,1.4235,2.9175
19840911,3.5675,1.406,2.9175
19840912,3.5825,1.396,2.91
19840913,3.545,1.411,2.8725
19840914,3.4925,1.39,2.8925
19840917,3.4425,1.376,2.84
19840918,3.47,1.3795,2.8475
19840919,3.4875,1.3875,2.8675
19840920,3.4875,1.3875,2.855
19840921,3.515,1.3955,2.85
19840924,3.525,1.3745,2.8425
19840925,3.5075,1.371,2.8325
19840926,3.4675,1.3505,2.8125
19840927,3.48,1.362,2.81
19840928,3.47,1.3595,2.785
19841001,3.475,1.3355,2.775
19841002,3.495,1.3435,2.7975
19841003,3.4775,1.341,2.8
19841004,3.4625,1.349,2.8025
19841005,3.485,1.3435,2.805
19841008,3.4875,1.344,2.7875
19841009,3.49,1.3485,2.785
19841010,3.51,1.3645,2.8
19841011,3.4925,1.3435,2.785
19841012,3.4775,1.355,2.83
19841015,3.465,1.3635,2.81
19841016,3.5025,1.3655,2.82
19841017,3.49,1.37,2.7875
19841018,3.495,1.3535,2.7825
19841019,3.525,1.3565,2.7875
19841022,3.565,1.355,2.7625
19841023,3.6075,1.3525,2.7625
19841024,3.645,1.3655,2.7725
19841025,3.63,1.3615,2.7825
19841026,3.6,1.364,2.7725
19841029,3.595,1.361,2.74
19841030,3.6275,1.3645,2.735
19841031,3.625,1.3865,2.745
19841101,3.64,1.387,2.7825
19841102,3.6075,1.3865,2.755
19841105,3.6225,1.3875,2.7325
19841106,3.655,1.3975,2.74
19841107,3.6475,1.408,2.76
19841108,3.61,1.411,2.7575
19841109,3.6125,1.407,2.7675
19841112,3.5825,1.4355,2.7825
19841113,3.5425,1.437,2.765
19841114,3.5175,1.4405,2.7525
19841115,3.55,1.439,2.755
19841116,3.56,1.4255,2.76
19841119,3.5725,1.4135,2.76
19841120,3.5975,1.4125,2.7475
19841121,3.6125,1.3985,2.735
19841123,3.6175,1.3895,2.7025
19841126,3.605,1.4045,2.665
19841127,3.5655,1.3867,2.685
19841128,3.559,1.3869,2.72
19841129,3.5515,1.3778,2.7275
19841130,3.5365,1.3717,2.7575
19841203,3.5275,1.3675,2.7675
19841204,3.5275,1.3905,2.765
19841205,3.5475,1.382,2.7575
19841206,3.53,1.388,2.7575
19841207,3.47,1.3855,2.715
19841210,3.46,1.3795,2.7275
19841211,3.4175,1.3945,2.7225
19841212,3.3825,1.4035,2.68
19841213,3.405,1.393,2.6625
19841214,3.4275,1.3905,2.6775
19841217,3.405,1.4145,2.6975
19841218,3.435,1.3865,2.6875
19841219,3.4325,1.401,2.6825
19841220,3.44,1.4055,2.675
19841221,3.465,1.412,2.6525
19841226,3.475,1.406,2.6825
19841227,3.45,1.4205,2.665
19841228,3.4675,1.425,2.675
19841231,3.4775,1.4225,2.6925
19850102,3.4625,1.416,2.7075
19850103,3.44,1.427,2.715
19850104,3.415,1.4305,2.695
19850107,3.415,1.422,2.7025
19850108,3.405,1.424,2.6825
19850109,3.455,1.4345,2.695
19850110,3.5025,1.4285,2.695
19850111,3.49,1.4265,2.695
19850114,3.5075,1.43,2.6925
19850115,3.5375,1.45,2.71
19850116,3.535,1.4485,2.7175
19850117,3.5275,1.4625,2.7175
19850118,3.5075,1.4825,2.7275
19850121,3.49,1.4835,2.7375
19850122,3.495,1.497,2.71
19850123,3.495,1.5025,2.705
19850124,3.445,1.5095,2.705
19850125,3.4675,1.511,2.715
19850128,3.455,1.497,2.705
19850129,3.48,1.485,2.705
19850130,3.5225,1.4765,2.72
19850131,3.5075,1.5005,2.725
19850201,3.545,1.5085,2.715
19850204,3.5825,1.5305,2.72
19850205,3.5775,1.5205,2.745
19850206,3.54,1.4995,2.7325
19850207,3.54,1.484,2.725
19850208,3.575,1.459,2.72
19850211,3.595,1.458,2.7025
19850212,3.575,1.446,2.6975
19850213,3.5325,1.4335,2.695
19850214,3.4575,1.442,2.69
19850215,3.4675,1.4425,2.6975
19850219,3.4575,1.423,2.6775
19850220,3.455,1.418,2.6675
19850221,3.4825,1.43,2.6575
19850222,3.4925,1.438,2.6525
19850225,3.436,1.4238,2.637
19850226,3.433,1.4246,2.6615
19850227,3.392,1.4139,2.6835
19850228,3.3825,1.3988,2.6985
19850301,3.3725,1.4055,2.7075
19850304,3.38,1.416,2.71
19850305,3.375,1.4165,2.725
19850306,3.4025,1.4235,2.7375
19850307,3.4025,1.4395,2.7125
19850308,3.3775,1.45,2.715
19850311,3.3975,1.4485,2.73
19850312,3.365,1.4435,2.73
19850313,3.38,1.4275,2.7375
19850314,3.4075,1.421,2.745
19850315,3.4425,1.4275,2.74
19850318,3.4475,1.4445,2.745
19850319,3.4675,1.437,2.765
19850320,3.4525,1.439,2.7625
19850321,3.485,1.4545,2.78
19850322,3.5725,1.453,2.8
19850325,3.6025,1.46,2.785
19850326,3.5675,1.4455,2.78
19850327,3.5925,1.4305,2.795
19850328,3.575,1.4255,2.7975
19850329,3.565,1.4445,2.8125
19850401,3.525,1.439,2.835
19850402,3.58,1.449,2.83
19850403,3.575,1.442,2.8325
19850404,3.6425,1.4335,2.825
19850408,3.7075,1.431,2.835
19850409,3.6775,1.433,2.8275
19850410,3.6675,1.4355,2.8225
19850411,3.645,1.412,2.8225
19850412,3.62,1.4,2.81
19850415,3.6375,1.393,2.8075
19850416,3.6175,1.4005,2.82
19850417,3.5375,1.395,2.8275
19850418,3.5225,1.406,2.8325
19850419,3.56,1.421,2.855
19850422,3.5575,1.4515,2.85
19850423,3.475,1.44,2.83
19850424,3.5275,1.46,2.845
19850425,3.4625,1.4598,2.831
19850426,3.391,1.4614,2.8305
19850429,3.3565,1.4736,2.8295
19850430,3.314,1.4568,2.8045
19850501,3.2525,1.4685,2.7875
19850502,3.205,1.4615,2.7775
19850503,3.21,1.466,2.775
19850506,3.235,1.4625,2.7875
19850507,3.2475,1.442,2.7875
19850508,3.225,1.43,2.7725
19850509,3.235,1.434,2.78
19850510,3.24,1.4485,2.79
19850513,3.25,1.444,2.79
19850514,3.215,1.4385,2.7775
19850515,3.1975,1.434,2.775
19850516,3.1825,1.433,2.77
19850517,3.18,1.4415,2.765
19850520,3.1875,1.461,2.76
19850521,3.16,1.456,2.75
19850522,3.18,1.464,2.75
19850523,3.195,1.466,2.755
19850524,3.1625,1.4615,2.745
19850528,3.1275,1.4465,2.72
19850529,3.125,1.4425,2.725
19850530,3.1575,1.446,2.7325
19850531,3.15,1.441,2.745
19850603,3.16,1.448,2.7425
19850604,3.1925,1.4295,2.7375
19850605,3.225,1.4515,2.7575
19850606,3.2025,1.4415,2.7775
19850607,3.195,1.49,2.79
19850610,3.2175,1.4705,2.77
19850611,3.23,1.453,2.7675
19850612,3.28,1.467,2.78
19850613,3.27,1.479,2.79
19850614,3.2675,1.4685,2.7725
19850617,3.2675,1.452,2.7575
19850618,3.275,1.4535,2.7675
19850619,3.2675,1.443,2.775
19850620,3.295,1.4155,2.7475
19850621,3.265,1.411,2.74
19850624,3.2425,1.399,2.7375
19850625,3.2365,1.4093,2.7065
19850626,3.225,1.419,2.669
19850627,3.2205,1.4327,2.6295
19850628,3.2065,1.431,2.582
19850701,3.2025,1.4215,2.5275
19850702,3.18,1.417,2.52
19850703,3.165,1.3975,2.5175
19850708,3.1725,1.4105,2.54
19850709,3.155,1.391,2.525
19850710,3.16,1.431,2.5225
19850711,3.1475,1.4105,2.525
19850712,3.1575,1.3705,2.5525
19850715,3.12,1.355,2.5175
19850716,3.08,1.3665,2.4975
19850717,3.075,1.363,2.5075
19850718,3.0625,1.3565,2.51
19850719,3.055,1.364,2.4525
19850722,3.0525,1.355,2.4475
19850723,3.01,1.313,2.4325
19850724,2.93,1.3315,2.41
19850725,2.9725,1.3325,2.3975
19850726,2.955,1.3415,2.4025
19850729,2.9675,1.336,2.4025
19850730,2.955,1.328,2.35
19850731,2.9525,1.335,2.31
19850801,2.9125,1.3415,2.32
19850802,2.8875,1.342,2.2975
19850805,2.875,1.3245,2.2675
19850806,2.865,1.329,2.2675
19850807,2.8775,1.3335,2.2825
19850808,2.8425,1.3465,2.2725
19850809,2.8575,1.347,2.2825
19850812,2.89,1.334,2.275
19850813,2.9125,1.3425,2.2725
19850814,2.9425,1.356,2.3025
19850815,2.9825,1.3505,2.345
19850816,2.935,1.3585,2.32
19850819,2.8775,1.3605,2.3125
19850820,2.8025,1.363,2.3075
19850821,2.8375,1.34,2.3125
19850822,2.8575,1.3495,2.3475
19850823,2.835,1.351,2.33
19850826,2.775,1.3585,2.305
19850827,2.7655,1.3804,2.2635
19850828,2.7475,1.3847,2.231
19850829,2.764,1.3687,2.2265
19850830,2.851,1.3809,2.21
19850903,2.8675,1.383,2.1625
19850904,2.8825,1.366,2.17
19850905,2.92,1.3675,2.21
19850906,2.9225,1.3695,2.1675
19850909,2.8575,1.354,2.1525
19850910,2.87,1.3545,2.1625
19850911,2.885,1.356,2.1775
19850912,2.93,1.3575,2.1875
19850913,2.905,1.356,2.1675
19850916,2.9325,1.3685,2.22
19850917,2.9525,1.3895,2.2225
19850918,2.94,1.382,2.195
19850919,2.8925,1.3785,2.1825
19850920,2.865,1.3835,2.1775
19850923,2.915,1.3705,2.215
19850924,2.9925,1.3715,2.2625
19850925,3.005,1.3845,2.25
19850926,2.9775,1.382,2.2325
19850930,2.97,1.38,2.2475
19851001,3.015,1.3505,2.255
19851002,2.9825,1.3745,2.2475
19851003,2.955,1.376,2.245
19851004,2.9375,1.3725,2.245
19851007,2.93,1.387,2.215
19851008,3.025,1.393,2.24
19851009,3.0425,1.3935,2.27
19851010,3.0375,1.4165,2.245
19851011,3.035,1.415,2.235
19851015,3.035,1.4205,2.2075
19851016,3.0525,1.432,2.1875
19851017,3.14,1.4395,2.1975
19851018,3.1325,1.44,2.2
19851021,3.1425,1.4365,2.2075
19851022,3.1825,1.441,2.25
19851023,3.1675,1.471,2.2225
19851024,3.1775,1.536,2.2125
19851025,3.195,1.5275,2.2075
19851028,3.175,1.5895,2.2275
19851029,3.1825,1.5255,2.2625
19851030,3.1675,1.577,2.255
19851031,3.2375,1.6155,2.3275
19851101,3.2475,1.676,2.335
19851104,3.2525,1.6145,2.315
19851105,3.24,1.585,2.3525
19851106,3.2375,1.5635,2.3375
19851107,3.24,1.5875,2.365
19851108,3.2675,1.54,2.3725
19851111,3.29,1.58,2.3775
19851112,3.3175,1.58,2.3725
19851113,3.39,1.5395,2.3925
19851114,3.3825,1.5735,2.4
19851115,3.405,1.5695,2.38
19851118,3.385,1.5565,2.3875
19851119,3.4475,1.5695,2.415
19851120,3.4425,1.595,2.425
19851121,3.375,1.5985,2.395
19851122,3.3475,1.595,2.3775
19851125,3.2895,1.5959,2.374
19851126,3.274,1.6044,2.4035
19851127,3.2815,1.6257,2.424
19851129,3.3475,1.6789,2.438
19851202,3.375,1.7255,2.4475
19851203,3.4175,1.7515,2.455
19851204,3.4475,1.7425,2.4575
19851205,3.42,1.7825,2.4425
